ProviderID,asn,name,ipv6,ip_addresses
586,132898,Chorus New Zealand Ltd,True,"2001:7fa:11:6:0:2072:0:1, 2001:7fa:11:6:0:2072:0:2, 43.243.21.104, 43.243.21.96"
586,13335,"Cloudflare, Inc. (2)",True,"2001:7fa:11:6:0:3417:0:1, 43.243.21.2"
586,9245,Compass Communications Ltd,True,"2001:7fa:11:6:0:241d:0:2, 43.243.21.90"
586,10022,Datacom Systems Ltd,True,"2001:7fa:11:6:0:2726:0:1, 43.243.21.126"
586,45177,Devoli,True,"2001:7fa:11:6:0:b079:0:1, 2001:7fa:11:6:0:b079:0:2, 43.243.21.12, 43.243.21.93"
586,56186,Digital Island,True,"2001:7fa:11:6:0:db7a:0:2, 43.243.21.5"
586,24183,DTS,True,"2001:7fa:11:6:0:5e77:0:1, 43.243.21.14"
586,138973,Earthlink Limited,True,"2001:7fa:11:6:2:1edd:0:1, 43.243.21.54"
586,141226,Engage Technology Ltd,True,"2001:7fa:11:6:2:27aa:0:1, 43.243.21.124"
586,32934,Facebook Inc. (2),True,"2001:7fa:11:6:0:80a6:0:1, 2001:7fa:11:6:0:80a6:0:2, 43.243.21.118, 43.243.21.119"
586,18015,Fastcom Limited,True,"2001:7fa:11:6:0:465f:0:1, 43.243.21.37"
586,54113,"Fastly, Inc. (2)",True,"2001:7fa:11:6:0:d361:0:1, 2001:7fa:11:6:0:d361:0:2, 43.243.21.63, 43.243.21.65"
586,135069,Feenix Communications Limited,True,"2001:7fa:11:6:2:f9d:0:1, 2001:7fa:11:6:2:f9d:0:2, 43.243.21.45, 43.243.21.60"
586,131455,Freightways Information Services Limited,True,"2001:7fa:11:6:2:17f:0:2, 43.243.21.100"
586,132857,Full Flavour Ltd,True,"2001:7fa:11:6:2:6f9:0:1, 43.243.21.16"
586,134673,Gisborne.net.nz Limited,True,43.243.21.66
586,132692,GlobiCom Ltd (VpsCity),True,"2001:7fa:11:6:2:654:0:1, 2001:7fa:11:6:2:654:0:2, 43.243.21.115, 43.243.21.72"
586,137409,GSL Networks,True,"2001:7fa:11:6:2:18c1:0:1, 43.243.21.82"
586,38437,Headquarters N.D.C,True,"2001:7fa:11:6:0:9625:0:1, 43.243.21.26"
586,133399,Hitech Solutions,True,"2001:7fa:11:6:2:917:0:1, 43.243.21.127"
586,133950,Hoopla Hosting Limited,True,"2001:7fa:11:6:2:b3e:0:1, 43.243.21.107"
586,136557,Host Universal,True,"2001:7fa:11:6:2:156d:0:1, 43.243.21.73"
586,6939,Hurricane Electric,True,"2001:7fa:11:6:0:1b1b:0:1, 43.243.21.17"
586,19551,Imperva,True,"2001:7fa:11:6:0:4c5f:0:1, 43.243.21.97"
586,17705,Inspire Net Limited,True,"2001:7fa:11:6:0:4529:0:1, 43.243.21.9"
586,132722,Intellium Technology Limited,True,"2001:7fa:11:6:2:672:0:1, 43.243.21.131"
586,10084,Internet Association of Australia,True,43.243.21.200
586,23710,InternetNZ,True,"2001:7fa:11:6:0:6aae:0:1, 43.243.21.61"
586,38064,InternetNZ,True,"2001:7fa:11:6:0:94b0:0:1, 43.243.21.44"
586,45809,InternetNZ,True,"2001:7fa:11:6:0:b2f1:0:1, 43.243.21.15"
586,55785,ispco.nz,True,"2001:7fa:11:6:0:d9e9:0:2, 43.243.21.62"
586,24324,Kordia,True,"2001:7fa:11:6:0:5f04:0:1, 43.243.21.74"
586,131291,LANWorx Ltd,True,"2001:7fa:11:6:2:db:0:1, 43.243.21.13"
586,45267,Lightwire Business,True,"2001:7fa:11:6:0:b0d3:0:1, 2001:7fa:11:6:0:b0d3:0:2, 43.243.21.103, 43.243.21.43"
586,9433,Massey University,True,"2001:7fa:11:6:0:24d9:0:1, 43.243.21.47"
586,152880,MEGA Limited,True,"2001:7fa:11:6:3:23f1:0:1, 43.243.21.57"
586,55850,Mercury NZ,True,"2001:7fa:11:6:0:da2a:0:1, 2001:7fa:11:6:0:da2a:0:2, 43.243.21.102, 43.243.21.67"
586,8075,Microsoft (2),True,"2001:7fa:11:6:0:1f8b:0:1, 2001:7fa:11:6:0:1f8b:0:2, 43.243.21.23, 43.243.21.99"
586,132347,MikiPro Limited,True,"2001:7fa:11:6:2:4fb:0:1, 43.243.21.38"
586,2906,Netflix,True,"2001:7fa:11:6:0:b5a:0:1, 2001:7fa:11:6:0:b5a:0:2, 43.243.21.76, 43.243.21.77"
586,24459,NetValue Hosting (by RimuHosting Ltd),True,"2001:7fa:11:6:0:5f8b:0:1, 43.243.21.89"
586,132847,Network Solutions Group,True,"2001:7fa:11:6:2:6ef:0:1, 43.243.21.109"
586,132881,OmniNet Ltd,True,"2001:7fa:11:6:2:711:0:1, 43.243.21.39"
586,9500,One New Zealand - Interconnect Account,True,"2001:7fa:11:6:0:251c:0:1, 2001:7fa:11:6:0:251c:0:4, 43.243.21.64, 43.243.21.91"
586,3856,Packet Clearing House,True,"2001:7fa:11:6:0:f10:0:1, 43.243.21.98"
586,42,Packet Clearing House AS42,True,"2001:7fa:11:6:0:2a:0:1, 43.243.21.78"
586,132255,PrimoWireless Ltd,True,43.243.21.49
586,138398,Prodigi,True,"2001:7fa:11:6:0:1c9e:0:1, 43.243.21.94"
586,38022,RESEARCH EDUCATION ADVANCED NETWORK NEW ZEALAND,True,"2001:7fa:11:6:0:9486:0:1, 43.243.21.50"
586,131296,RexNetworks Limited,True,"2001:7fa:11:6:2:e0:0:1, 43.243.21.70"
586,151191,Select Solutions Limited,True,"2001:7fa:11:6:2:4e97:0:1, 43.243.21.106"
586,45179,SiteHost,True,"2001:7fa:11:6:0:b07b:0:1, 43.243.21.42"
586,137495,Skyline Networks NZ Ltd,True,"2001:7fa:11:6:2:1917:0:1, 43.243.21.110"
586,23838,Solarix Networks Limited / Plan B Group,True,"2001:7fa:11:6:0:5d1e:0:1, 43.243.21.22"
586,14593,SpaceX Starlink,True,"2001:7fa:11:6:0:3901:0:1, 43.243.21.120"
586,38195,Superloop,True,"2001:7fa:11:6:0:9533:0:1, 43.243.21.69"
586,135328,Tangelo,True,"2001:7fa:11:6:2:10a0:0:1, 43.243.21.59"
586,133075,Telesmart Ltd,True,"2001:7fa:11:6:2:7d3:0:1, 43.243.21.41"
586,58610,Telnet Telecommunication Limited,True,"2001:7fa:11:6:0:e4f2:0:1, 43.243.21.68"
586,4637,Telstra International Limited,True,"2001:7fa:11:6:0:121d:0:1, 43.243.21.130"
586,9303,The Digital Lab 2007 Limited,True,"2001:7fa:11:6:2:2457:0:1, 43.243.21.87"
586,134967,TopQuality Limited,True,"2001:7fa:11:6:2:f37:0:1, 43.243.21.86"
586,136797,Turbo I.T,True,"2001:7fa:11:6:0:165d:0:2, 43.243.21.56"
586,45230,UberGroup ltd,True,"2001:7fa:11:6:0:b0ae:0:1, 43.243.21.40"
586,134220,UFONE,True,"2001:7fa:11:6:2:c4c:0:1, 43.243.21.88"
586,133192,Ultimate Broadband,True,"2001:7fa:11:6:2:848:0:1, 43.243.21.83"
586,45637,UniFone New Zealand Limited,True,"2001:7fa:11:6:0:b245:0:1, 43.243.21.84"
586,17492,Vector Communications,True,"2001:7fa:11:6:0:4454:0:1, 43.243.21.11"
586,132268,VelocityNet,True,"2001:7fa:11:6:2:4ac:0:1, 43.243.21.29"
586,151336,VERGE-AS-AP,True,"2001:7fa:11:6:2:4f28:0:1, 43.243.21.129"
586,703,Verizon - Asia-Pac,True,"2001:7fa:11:6:0:2bf:0:1, 43.243.21.4"
586,64073,Vetta Online,True,"2001:7fa:11:6:0:fa49:0:1, 2001:7fa:11:6:2:736:0:1, 43.243.21.10, 43.243.21.132"
586,24516,Virtutel Pty Ltd,True,"2001:7fa:11:6:0:5fc4:0:1, 43.243.21.7"
586,139005,Vivid Computers Ltd,True,"2001:7fa:11:6:0:1ecb:0:1, 43.243.21.92"
586,4826,Vocus,True,"2001:7fa:11:6:0:12da:0:2, 43.243.21.27"
586,17435,Vodafone Next Generation Services Limited,True,"2001:7fa:11:6:0:441b:0:1, 43.243.21.80"
586,58666,Vorco,True,"2001:7fa:11:6:0:e52a:0:1, 43.243.21.33"
586,56030,Voyager Internet Limited,True,"2001:7fa:11:6:0:dade:0:1, 43.243.21.71"
586,136964,Wesfarmers Industrial & Safety NZ Limited (NZ Safety Blackwoods),True,"2001:7fa:11:6:2:1704:0:1, 43.243.21.125"
586,136463,WheroNet,True,"2001:7fa:11:6:2:150f:0:1, 43.243.21.20"
586,132449,WirelessNation Ltd,True,"2001:7fa:11:6:2:561:0:1, 43.243.21.31"
586,18400,Xtreme Networks Limited,True,"2001:7fa:11:6:0:47e0:0:1, 43.243.21.28"
586,131227,Yrless Ltd,True,"2001:7fa:11:6:2:9b:0:1, 43.243.21.21"
586,132588,Yrless Ltd,True,"2001:7fa:11:6:2:5ec:0:1, 43.243.21.58"
586,61138,Zappie Host,True,"2001:7fa:11:6:0:eed2:0:1, 43.243.21.123"
586,53813,"Zscaler, Inc. AS53813",True,"2001:7fa:11:6:0:d235:0:1, 2001:7fa:11:6:0:d235:0:2, 43.243.21.116, 43.243.21.6"
981,133287,Andhra Pradesh State Fibernet Ltd,True,"103.115.147.106, 2001:de8:c000::106"
981,133726,ASN 133726,True,"103.115.147.117, 2001:de8:c000::117"
981,135765,ASN 135765,True,"103.115.147.118, 2001:de8:c000::118"
981,136364,ASN 136364,True,"103.115.147.104, 2001:de8:c000::104"
981,137671,ASN 137671,True,"103.115.147.114, 103.115.147.115, 2001:de8:c000::114, 2001:de8:c000::115"
981,137851,ASN 137851,True,"103.115.147.253, 103.115.147.254, 2001:de8:c000::253, 2001:de8:c000::254"
981,141491,ASN 141491,True,"103.115.147.116, 2001:de8:c000::116"
981,207722,ASN 207722,True,"103.115.147.110, 2001:de8:c000::110"
981,58909,ASN 58909,True,"103.115.147.121, 2001:de8:c000::121"
981,45582,D-Atum Vilcom,True,"103.115.147.124, 2001:de8:c000::124"
981,11344,GGC Node LOS,True,103.90.158.126
981,63293,Meta,True,"103.115.147.130, 2001:de8:c000::130"
981,8674,Netnod,True,"103.115.147.123, 2001:de8:c000::123"
981,10225,Nettlinx Limited,True,"103.115.147.108, 2001:de8:c000::108"
981,968,Packetframe,True,"103.115.147.113, 2001:de8:c000::113"
981,135133,PI Datacenters Pvt Ltd,True,"103.115.147.101, 103.115.147.102, 2001:de8:c000::101, 2001:de8:c000::102"
981,141864,Sai Sri Technologies (Myguru),True,"103.115.147.138, 2001:de8:c000::138"
981,142470,Sreedevi Communications Pvt Ltd,True,"103.115.147.112, 2001:de8:c000::112"
737,51088,A2B Internet,True,"185.1.94.17, 2001:7f8:b6::c790:1"
737,20940,Akamai Technologies (5),True,"185.1.94.11, 2001:7f8:b6::51cc:1"
737,8455,atom86,True,"185.1.94.31, 2001:7f8:b6::2107:1"
737,6774,BICS,True,"185.1.94.34, 2001:7f8:b6::1a76:1"
737,30781,Free Pro,True,"185.1.94.23, 2001:7f8:b6::783d:1"
737,199524,"G-Core Labs S.A. (GCORE, GCDN)",True,"185.1.94.35, 2001:7f8:b6::3:b64:1"
737,15169,Google Singapore Pte. Ltd. (2),True,"185.1.94.28, 2001:7f8:b6::3b41:1"
737,6939,Hurricane Electric,True,"185.1.94.16, 2001:7f8:b6::1b1b:1"
737,49544,i3D.net,True,"185.1.94.39, 2001:7f8:b6::c188:1"
737,30132,ISC F-root server,True,"185.1.94.25, 2001:7f8:b6::75b4:1"
737,6830,Liberty Global Technology Services B.V.,True,"185.1.94.45, 2001:7f8:b6::1aae:1"
737,22822,Limelight Networks,True,"185.1.94.38, 185.1.94.42, 2001:7f8:b6::5926:1, 2001:7f8:b6::5926:2"
737,8075,Microsoft (2),True,"185.1.94.41, 2001:7f8:b6::1f84:1"
737,41047,MLaBnet Foundation,True,"185.1.94.22, 2001:7f8:b6::a057:1"
737,200149,nikhef_AMS,True,"185.1.94.12, 2001:7f8:b6::3:dd5:1"
737,2603,NORDUnet,True,"185.1.94.20, 2001:7f8:b6::a2b:1"
737,24875,NovoServe BV,True,"185.1.94.13, 2001:7f8:b6::612b:1"
737,202932,Quanza B.V.,True,"185.1.94.14, 2001:7f8:b6::3:18b4:1"
737,25595,Slashme BV,True,"185.1.94.10, 2001:7f8:b6::63fb:1"
737,64404,Stichting EventInfra,True,"185.1.94.27, 2001:7f8:b6::fb94:1"
737,1103,SURF B.V.,True,"185.1.94.21, 2001:7f8:b6::44f:1"
737,3303,Swisscom,True,"185.1.94.19, 2001:7f8:b6::ce7:1"
737,8283,Vereniging Coloclue,True,"185.1.94.15, 2001:7f8:b6::205b:1"
737,49981,WorldStream B.V.,True,"185.1.94.33, 2001:7f8:b6::c33d:1"
737,10310,"Yahoo! (Oath Global Network, Verizon Media) (2)",True,"185.1.94.29, 185.1.94.30, 2001:7f8:b6::2846:1, 2001:7f8:b6::2846:2"
737,6461,Zayo (Abovenet Communications Inc.),True,"185.1.94.43, 2001:7f8:b6::193d:1"
737,8218,Zayo France,True,"185.1.94.44, 2001:7f8:b6::201a:1"
2,4445, Vodafone Carrier Services,True,"193.105.101.241, 193.105.101.242, 193.105.101.79, 193.105.101.80, 2001:7F8:86:1:0:A500:4445:1, 2001:7F8:86:1:0:A500:4445:2, 2001:7F8:86:2:0:A500:4445:1, 2001:7F8:86:2:0:A500:4445:2"
2,8881,1&1 Versatel Deutschland GmbH,True,"2001:7F8:1::A500:8881:1, 80.249.209.109"
2,47447,23M GmbH,True,"2001:7F8:1::A504:7447:1, 80.249.213.56"
2,39351,31173 Services AB,True,"2001:7F8:1::A503:9351:1, 80.249.213.131"
2,8038,6connect,True,"2001:7F8:1::A500:8038:1, 80.249.213.45"
2,50263,A-SYSTEMS LIMITED LIABILITY COMPANY,True,"2001:7F8:1::A505:263:2, 80.249.208.249"
2,8447,A1 Telekom Austria TA AG,True,"2001:7F8:1::A500:8447:1, 80.249.209.207"
2,51088,A2B Internet,True,"2001:7F8:1::A505:1088:1, 80.249.208.209"
2,56987,Abaclouda SAS,True,"2001:7F8:1::A505:6987:1, 80.249.211.234"
2,204196,Abelohost B.V.,True,"2001:7F8:1:0:A500:20:4196:1, 80.249.213.233"
2,9264,Academia Sinica Network(ASNet),True,"2001:7F8:1::A500:9264:1, 80.249.209.117"
2,8315,Accenture B.V.,True,"2001:7F8:1::A500:8315:1, 80.249.210.90"
2,36182,Accretive Networks ,True,"2001:7F8:1::A503:6182:1, 80.249.213.182"
2,53062,ACESSOLINE TELECOMUNICAÇÕES LTDA,True,"2001:7F8:1::A505:3062:1, 80.249.213.38"
2,35793,Acronis Limited,True,"2001:7F8:1::A503:5793:1, 80.249.215.35"
2,197790,Actus Info sp z o.o.,True,"2001:7F8:1:0:A500:19:7790:1, 80.249.213.63"
2,273527,Addax Telecomunicações,True,"2001:7F8:1:0:A500:27:3527:1, 80.249.209.184"
2,43142,Adeli,True,"2001:7F8:1::A504:3142:1, 80.249.210.190"
2,39637,Ades B.V.,True,"2001:7F8:1::A503:9637:1, 80.249.208.188"
2,16347,Adista,True,"2001:7F8:1::A501:6347:1, 80.249.208.202"
2,15224,Adobe Systems (2),True,"2001:7F8:1::A501:5224:1, 2001:7F8:1::A501:5224:2, 80.249.208.61, 80.249.211.60"
2,45430,Advanced Wireless Network Co. Ltd.(IIG) (2),True,"2001:7F8:1::A504:5430:1, 80.249.211.225"
2,30818,Advania,True,"2001:7F8:1::A503:818:1, 80.249.211.108"
2,200596,Adyen B.V.,True,"2001:7F8:1:0:A500:20:596:1, 80.249.209.3"
2,28283,Adylnet Telecom,True,"2001:7F8:1::A502:8283:1, 80.249.214.120"
2,138322,Afghan Wireless Communications Company,True,"2001:7F8:1:0:A500:13:8322:1, 80.249.214.75"
2,12041,Afilias Limited,True,"2001:7F8:1::A501:2041:1, 80.249.208.190"
2,2484,AFNIC,True,"2001:7F8:1::A500:2484:1, 80.249.208.242"
2,36864,Afribone Network Limited,True,"2001:7F8:1::A503:6864:1, 80.249.214.152"
2,328748,Agile Solutions Provider,True,"2001:7F8:1:0:A500:32:8748:1, 80.249.213.98"
2,29119,Aire Networks del Mediterraneo S.L.U,True,"2001:7F8:1::A502:9119:1, 80.249.211.91"
2,20940,Akamai Technologies (5),True,"2001:7F8:1::A502:940:1, 2001:7F8:1::A502:940:2, 2001:7F8:1::A502:940:3, 80.249.208.168, 80.249.209.208, 80.249.212.18"
2,32787,Akamai Technologies (AS32787),True,"2001:7F8:1::A503:2787:1, 80.249.213.92"
2,24429,Alibaba Cloud CDN,True,"2001:7F8:1::A502:4429:1, 80.249.211.9"
2,328112,AllWorldIT ZA,True,"2001:7F8:1:0:A500:32:8112:1, 80.249.210.115"
2,49870,Alsycon B.V.,True,"2001:7F8:1::A504:9870:1, 80.249.214.135"
2,41405,Altinea,True,"2001:7F8:1::A504:1405:1, 80.249.212.210"
2,12888,Amadeus Data Processing GmbH,True,"2001:7F8:1::A501:2888:1, 80.249.214.251"
2,16509,Amazon.com (Amazon Web Services) (2),True,"2001:7F8:1::A501:6509:1, 2001:7F8:1::A501:6509:2, 80.249.210.100, 80.249.210.217"
2,23106,American Tower do Brasil,True,"2001:7F8:1::A502:3106:1, 80.249.213.51"
2,56396,Amobee Inc.,True,"2001:7F8:1::A505:6396:1, 80.249.211.135"
2,1200,AMS-IX Amsterdam Native Router,True,"2001:7f8:1::a500:1200:1, 2001:7f8:1::a500:1200:2, 80.249.208.1, 80.249.209.1"
2,64523,AMS-IX Amsterdam Native Router,True,"193.105.101.1, 2001:7f8:86:1:0:a506:4523:1"
2,6777,AMS-IX Amsterdam Route Servers,True,"2001:7f8:1::a500:6777:1, 2001:7f8:1::a500:6777:2, 80.249.208.255, 80.249.209.0"
2,47147,ANEXIA Internetdienstleistungs GmbH,True,"2001:7F8:1::A504:7147:1, 80.249.213.102"
2,37468,"Angola Cables, SA",True,"2001:7F8:1::A503:7468:1, 80.249.213.48"
2,61323,ANS Group Limited,True,"2001:7F8:1::A506:1323:1, 80.249.213.47"
2,6057,ANTEL URUGUAY,True,"2001:7F8:1::A500:6057:1, 80.249.215.119"
2,42841,ANTIK Telecom s.r.o.,True,"2001:7F8:1::A504:2841:1, 80.249.212.204"
2,58511,Anycast,True,"2001:7F8:1::A505:8511:1, 80.249.212.104"
2,135391,Aofei Data International,True,"2001:7F8:1:0:A500:13:5391:1, 80.249.213.28"
2,714,Apple Inc. (2),True,"2001:7F8:1::A500:714:1, 2001:7F8:1::A500:714:2, 80.249.211.160, 80.249.211.183"
2,197727,ApplicationNet B.V.,True,"2001:7F8:1:0:A500:19:7727:1, 80.249.215.1"
2,29990,"AppNexus  Inc. (parent organization Xandr, Inc.)",True,"2001:7F8:1::A502:9990:3, 2001:7F8:1::A502:9990:4, 80.249.209.220, 80.249.212.74"
2,51873,arcade solutions ag,True,"2001:7F8:1::A505:1873:1, 80.249.215.196"
2,50309,Arcadiz Telecom NV,True,"2001:7F8:1::A505:309:1, 80.249.214.154"
2,8837,Arelion Netherlands B.V.,True,"193.105.101.219, 193.105.101.220, 193.105.101.37, 193.105.101.42"
2,60893,Art of Automation B.V.,True,"2001:7F8:1::A506:893:1, 2001:7F8:1::A506:893:2, 80.249.210.227, 80.249.213.154"
2,2519,ARTERIA Networks Corporation,True,"2001:7F8:1::A500:2519:1, 80.249.211.96"
2,11179,Aryaka Networks,True,"2001:7F8:1::A501:1179:1, 80.249.212.73"
2,33891,AS33891 Netzbetrieb GmbH,True,"2001:7F8:1::A503:3891:1, 80.249.209.128"
2,28929,AsdAsd,True,"2001:7F8:1::A502:8929:1, 80.249.211.252"
2,49127,asimo_AMS,True,"2001:7F8:1::A504:9127:1, 80.249.214.138"
2,8752,ASVT,True,"2001:7F8:1::A500:8752:1, 80.249.210.181"
2,2686,AT&T,True,"2001:7F8:1::A500:2686:1, 80.249.208.194"
2,8455,atom86,True,"2001:7F8:1::A500:8455:1, 2001:7F8:1::A500:8455:2, 80.249.211.217, 80.249.214.171"
2,2635,Automattic,True,"2001:7F8:1::A500:2635:1, 80.249.211.212"
2,50272,avur_ams,True,"2001:7F8:1::A505:272:1, 80.249.212.82"
2,132337,Axclusive Pte Ltd,True,"2001:7F8:1:0:A500:13:2337:1, 80.249.213.199"
2,34758,Axera S.p.A.,True,"2001:7F8:1::A503:4758:1, 80.249.211.255"
2,50812,Axess Online,True,"2001:7F8:1::A505:812:1, 80.249.213.27"
2,40401,Backblaze Inc.,True,"2001:7F8:1::A504:401:1, 80.249.214.205"
2,42649,Baffin Bay Networks,True,"2001:7F8:1::A504:2649:1, 80.249.213.94"
2,8473,Bahnhof AB,True,"2001:7F8:1::A500:8473:1, 80.249.208.99"
2,44103,Bakker IT,True,"2001:7F8:1::A504:4103:1, 80.249.215.240"
2,59908,BalaLink ,True,"2001:7F8:1::A505:9908:1, 80.249.211.242"
2,17494,Bangladesh Telecommunications Company Limited(BTCL),True,"2001:7F8:1::A501:7494:1, 80.249.211.151"
2,5416,Batelco,True,"2001:7F8:1::A500:5416:1, 80.249.211.238"
2,31449,Belcenter,True,80.249.210.71
2,2611,BELNET,True,"2001:7F8:1::A500:2611:1, 80.249.208.43"
2,9498,Bharti Airtel,True,"2001:7F8:1::A500:9498:1, 80.249.211.191"
2,51276,Bickton OU,True,"2001:7F8:1::A505:1276:1, 80.249.209.198"
2,6774,BICS,True,"193.105.101.211, 193.105.101.212, 193.105.101.40, 193.105.101.59, 2001:7F8:1::A500:6774:1, 2001:7F8:1::A500:6774:2, 80.249.208.87, 80.249.209.76"
2,2518,BIGLOBE Inc.,True,"2001:7F8:1::A500:2518:1, 80.249.214.84"
2,12859,BIT BV,True,"2001:7F8:1::A501:2859:1, 2001:7F8:1::A501:2859:2, 80.249.208.200, 80.249.208.35"
2,198967,BITel Gesellschaft für Telekommunikation mbH,True,"2001:7F8:1:0:A500:19:8967:1, 80.249.215.244"
2,213052,BittenBytes,True,"2001:7F8:1:0:A500:21:3052:1, 80.249.212.153"
2,201290,BlackGATE B.V.,True,"2001:7F8:1:0:A500:20:1290:2, 2001:7F8:1:0:A500:20:1290:3, 80.249.213.100, 80.249.215.208"
